Tweet ID,Tweets with Decoded emojis,Final Annotation
16057,المقترح السعودي جاب لهم العيد وصاحب مقترح بيختفي ويقول مالي شغل :joy::joy:,تهكم
16058,ماتشوف كيف خرج من السياره وراح المقر عارف انه جاب ام العيد ومارح تعدي كذا يوم حادثه ازعجونا وااع رح نتكلف ملايين على تصليح السياره وهذا كان بيدعس راس الادمي عشان يباسه الراس اللي فيه,ليست تهكم
16059,ماكس جاب العيد,ليست تهكم
16060,بصراحه ودي اعرف من هو الشيخ اللي فسر رؤياه جاب فيه العيد من قوه الثقه يقول رؤيا ليته قال حلم :joy::joy:,ليست تهكم
16061,انا عن نفسي ما اطبل له بس اذا بدع بمدحه و اذا جاب العيد بسكت هه,تهكم
16062,هه هه وش التصريفه وقتها لو جاب العيد,تهكم
16063,ما جاب فينا العيد الا مشاهير الفلس امثال هالمطير وغيره من بقيه ما يطلق عليهم مشاهير الفلس وهم لو ترجع قبل برنامج السناب تلاقيهم ما يسوون التاليه لا علم ولا شهادات ماغير ماسكين هالجوال وفرفره تصوير وقرقر همن يجيك واخد مثل الاخ احمد مطفي النور ويقول فخر ونمذج مشرف طيرر,ليست تهكم
16064,و الله بسب وجود مانو اذا فزت على الايراني راح يكون هو المدرب ضد الاتحاد هنا اقول بنسبه ٪ فوز اتحادي لاسف مسلي جاب العيد فينا,ليست تهكم
16065,يارجال وقتها كان موجود البيبي بس حتى لو جاب العيد كلام الناس مايجيه بس الحين يجونك تويتر وانستا وسناب ويجيك جارك يقولك لديك عائله جميله تكره ام اللعب وتصير بخوف,ليست تهكم
16066,من اجل ان يثبت ابن طما توهماته بان جميع قبائل الحجاز تحمل اللقب الانصاري ثم تركته بعد العهد النبوي ليدلس على انساب قبائل حرب اخذ يبحث في قوقل باسم اي قبيله ويتبعه باللقب الانصاري بين علامتي تنصيص دون اي جهد بحثي لكنه على قولتهم جاب العيد وانكشف امره,ليست تهكم
16067,حيل الله اقوى كله من بيت الشعر اللي جاب فيه العيد :joy:,تهكم
16068,يستاهل النجار بس لاعاد يلعب اساسي لو ماقدامه كريم وحجازي كان جاب العيد مشكلته البنيه الجسمانيه ومشكلته مربوش ياخي اول ماتوصل الكوره منطقه الجزاء تحسه ينط لحاله متخيل المهاجم شات الحارس لازم يكون واثق اكثر من كذا خصوصا انها ماهي اول مباراه لك لعبت قبل كذا,تهكم
16069,جاب العيد الله يشله لو كان سكت:joy:,ليست تهكم
16070,لابورت جاب العيد كم مره لكن سلمنا الله,ليست تهكم
16071,صباحكم سعاده :hibiscus::hibiscus: وش فاتني وانا نايم يقولون الرجال جاب العيد :flushed::flushed:,تهكم
16072,يوم انضرب على كتفه حس انه جاب العيد هه,تهكم
16073,جاب العيد شكله بعد,تهكم
16074,كعاده الاستوديو جاب امم ام ام ام والدين العيد فوق التحريك السلوموشن ذا النهايه :skull:,ليست تهكم
16075,الي جاب العيد في مايكروسوفت,تهكم
16076,انا ابي اقول ينفع جنب سكوت مدري وش جاب العىىد فريد,تهكم
16077,هه جاب العييد,تهكم
16078,جاب العييد هه كاريزما,ليست تهكم
16079,مدرب يتحمل الخساره ولينغارد كالعاده جاب العييد,تهكم
16080,هنا جاب العييد الخروف مجنون ليلى,ليست تهكم
16081,تانغانغا جاب العييد,ليست تهكم
16082,مهندد جاب العييد :sob::sob:,تهكم
16083,جاب العييد :joy::joy:,تهكم
16084,هه ذا جاب فيك العييد,ليست تهكم
16085,امس الصبح جالس اتدارس قضيه مع محامي وانا جالس اقرا ضبوط الجلسات ابتسمت وقلت والله ياهو جاب العييد قال منهو اللي جاب العيد قلت وكيل المدعى عليه قال ذا انا :slightly_frowning_face: وقتها تاكدت ان اعلى قمه بالعالم هي قمه الاحراج,ليست تهكم
16086,احسن شي انه جاب العييد لينغارد لاعب كؤووس ماتلعبه بالابطال ومكاان روناالدو وانت متعادل مصييبه,ليست تهكم
16087,جاب العييد,تهكم
16088,نسى يحطه عالصامت جاب ام العييد هذا لايحدث الا في الواقع تكفون وجهه شخبوط بعد مادق الجوال:sob::sob: كاريزما,تهكم
16089,زياد يقول في واحد ضمن مقعد له وعمر يسال من وشخبوط يدقه عارف انه جاب العييد يحوول:sob:,ليست تهكم
16090,جاب ام العييد:sob::sob:,ليست تهكم
16091,,ليست تهكم
16092,فرصه وجته ويخلينا ننسى كرهنا له الاداره جابت ام العيد في هتان والطريس :broken_heart::cry:,ليست تهكم
16093,اراخوا انصاب و برشلونه جابت العيد :broken_heart::broken_heart:,تهكم
16094,ولسا مخصصينها علوم رياضه عز الله جابت العيد باجسام الخلق :sob::sob:,ليست تهكم
16095,الاداره جابت العيد والله الان رسمي غياب سالم عن مباراه بيروزي مين بديله مباريات الدوري تهون عندك فييتو وبنفس الوقت ماهو مهم الدوري كثر اسيا يعني الاداره م حسبت حساب هالشي والله غلطه كبيره من اداره محترفه على اقل تقدير كان خلت العبدان والطريس بدلاء,ليست تهكم
16096,خالد بن فهد طلع عنده حساب باسم الموسيقار الدكتور طلال ام زكي جابت العيد حاط يوزر متابع جديد وقالت ان الدوله الي سددت الديون :joy::joy:,ليست تهكم
16097,كنت اثق برندا لدرجه افتح فويساتها عند امي بس اليوم جابت فيني العيد,تهكم
16098,من جولاتك الخايسه اللي منزلها قبل كم سوم جابت فيك العيد :rofl:,ليست تهكم
16099,نغمم لو م جابت العيد بنفسها وبيدينها يوميا م ترتاح,ليست تهكم
16100,عملتي gala صح جابت فيني العيد بس عندي تقه بتخليني اسرع مليونير بينكم,ليست تهكم
16101,اسمك اماسي هلاليه تحب الانمي :nauseated_face: شهريه تضرب اخوها عبود كليوم عندها الاف ريال جابت العيد بالاختبار,ليست تهكم
16102,ياعمري هي جابت العيد هنا,ليست تهكم
16103,نيات قلبي جابت العيد فيني الناس عندي كلهم فيهم الخير مسائيات,ليست تهكم
16104,اكله بالشتاء مشهوره البنت جابت العيد :joy::joy:,ليست تهكم
16105,جابت العيد في نفسي:broken_heart:,ليست تهكم
16106,المس جابت لي رعب تقول بمناسه العيد الوطني بكره بنحل سؤال وبقوم عشوائي بالدرجات,تهكم
16107,بعدما سبت وحست انها جابت العيد قامت تقول تكذب بالرسول يقالها تبي تقلب الطاوله علي هه يانويقصه العقل اللي يقرا الكلام فوق بيعرف الصح من الغلط ويعرف اللي اهلها ربوها بزريبه غنم,ليست تهكم
16108,لايكات العشوائيات ذي جابت فيني العيد صرت اصور كل شي قدامي لين صورت الكلاس قبل شوي والدكتور يشرح والفلاش طلع شغال يلعنم الدوخه اللي جتني,ليست تهكم
16109,اختي جابت العيد كنت اغسل مواعين واخوي فتح باب تحسبني انا وسالتني اذا للحين انزف بس طلع اخوي وعرف سالفه وقال لاخوي اكبر اخاف ينتشر خبر اكثر ويروح لامي:crying_cat_face::broken_heart::broken_heart:,ليست تهكم
16110,جابت العيد قبل العيد,تهكم
16111,هي جابت العيد :grin::grin:,ليست تهكم
16112,هه شكله من ضحكنا على عرب تايهونغ اتوقع يوم جابت العيد :sob::sob:,تهكم
16113,وفي هذي اللحظه ايمان عرفت انها جابت العيد,تهكم
16114,جابت العيد:sob::sob:,ليست تهكم
16115,اكثر عمله جابت فيني العيد :joy: يالله ان شاءالله افوز ويكون فيها بركه منك:sunglasses::handshake:,ليست تهكم
16116,مو اعلان بس تكليف … ومعكم اكبر فيلاسوفيه جابت العيد :ok_hand:,تهكم
16117,امسكك :joy_cat::joy_cat:جابت العيد,ليست تهكم
16118,معارض راحت جابت العيد,تهكم
16119,عز الله جابت العيد :rofl::rofl:,ليست تهكم
16120,سديم اكثر انسانه جابت العيد فيني:sob:,ليست تهكم
16121,جابت العيد :joy::joy: عجبتني رده فعل ذا :joy::joy:,ليست تهكم
16122,لاتحكمني نقاط لكن ليالي العيد تبان من عصاريها والاداره اللي جابت مانو وبنفس الوقت كابرت على بقاءه لا تجعلني اتفاءل بمستقبل جميل فصبر جميل والله المستعان سيعود النصر وحتما سيعود لكن متى هل ستكون العوده بعد ماتطير الطيور بارزاقها الله يصلح الحال,تهكم
16123,ديوث بدوي من جاد يحب نتكلم عن وحده عمرها قصيره مربربه تلبس عبايه راس وقمصان بيت وساع ودسوس ونقاب كامل نظام ملتزمات طلعت تكلم وتصور جسمها واحنا نظنها محترمه وملتزمه جابت العيد فيني اللي يحب فويس سناب يجيني دايركت انا بدوي من الكويت,تهكم
16124,و هنا ادركت جوانا انا جابت العيد هه,ليست تهكم
16125,مودريتش وكاسيمرو غير جاهزين وما شفنا صناعه لعب واستحواذ على الكره كمافينغا وايسكو دخولهم زاد الاستحواذ على الكره يوفيتيش دخوله تكتيكي داخل الصندوق مع تحركات البنز والاجنحه تصنع كارلو تبديلاته جيد في المقابل تبديلات فالنسيا جابت العيد فيهم,ليست تهكم
16126,جابت العيد :joy::joy:,ليست تهكم
16127,الامور طيبه جابت فينا العيد :joy:,تهكم
16128,جابت العيد بالاسم,ليست تهكم
16129,وااو مين اللي جابت العيد:sob::sob::joy:,ليست تهكم
16130,هذي المشكله جابت العيد في كل شي وباقي ما نزلت,ليست تهكم
16131,ياحلوها جابت فيني العيد,تهكم
16132,جابت العيد :joy::rose: وش قهوتك اليوميه اقتراب الشتاء,تهكم
16133,اصص قد جابت العيد عطيبه:sweat_smile:,ليست تهكم
16134,ياخي توجه فني كيف جابت العيد فهمني,ليست تهكم
16135,كيف توهم الناس ان هيلو انفنت ما جابت العيد,تهكم
16136,شربنا القرارات اللي جابت فينا العيد :facepalm:🏻‍:female_sign::broken_heart::broken_heart:,ليست تهكم
16137,ياخي والله تمثليها حلو بالحلقه كامله بس هني جابت العيد شوي,تهكم
16138,الكلمه الي جابت فينا العيد كلنا بادرو العمر مره :expressionless::walking:🏼‍:female_sign:,تهكم
16139,جابت العيد برضو مو بس الكلام:sob:,تهكم
16140,لياان تموت اذا م جابت العيد في وحده فينا في البثث,ليست تهكم
16141,سمعتها بالبدايه وقلت بعطيها فرصه لكن الفرصه الثانيه جابت العيد فيها اكثر من الاولى لو استمرت على هالحال وما طورت من نفسها كان الله في عونها بينسحب على ابوها,تهكم
16142,هذي النقطه الي جابت العيد في الفريق مستحيل ان المدرب هو الي لعب انسلمو,تهكم
16143,ابصم بالعشره انهم ملعبينه غصب عن المدرب بس دق خشوم بغض النظر ان المدرب رايح فيها لاكن النيه الفاشله جابت العيد,ليست تهكم
16144,والله وصارت حسبي الله ونعم الوكيل في نص الشغل نادت الدكتور واضح انها جابت العيد :weary::weary:,ليست تهكم
16145,هذه الكلمه جابت فيني العيد :sob::sob:,ليست تهكم
16146,معاكم وحده جابت العيد :sob::sob::broken_heart:,تهكم
16147,الواضح يا تسويط جيتك جابت فينا العيد ارجع للحاويات مع العود وريكو,تهكم
16148,جابت العيد هه,تهكم
16149,جابت العيد ابلشتنا :facepalm:🏻‍:male_sign:,تهكم
16150,المدرب جايب العيد بقوه لاكن من الي فرض عليه يلعب انسلمو سالفه دق خشوم جابت العيد كثير في كحيلان,ليست تهكم
16151,ما اشوف الا الاداره اللي جابت العيد اما المدرب والاجانب هي قرارته,تهكم
16152,مين اللي جابت العيد في غرتها قبل الدوام بدقايق its me:broken_heart:,تهكم
16153,جابت العيد اشتلوها :rofl::rofl:,تهكم
16154,هه هه وانا اقول ليش حياتنا مدحدره شكلها قاريه وهي نعسانه جابت العيد,تهكم
16155,هه هه جابت العيد مره وحده,تهكم
16156,هذي جابت العيد وجلدته ع الصفر بس عموما قصه لحووج منتشره مره في جامعتي يهبدون في التقليد على عماهم ااع,ليست تهكم
16157,ترى صح جابت العيد بس تمثيلها يجنن كمبتدئه,ليست تهكم
16158,ما ودي اتفق معاها بسبب صياحها و تنمرها زمان على داملا بس صح جالسه اشوف الجزء الاول و تمثيلها حلوه كمبتدئه و ضابطه المشتهد بس بالمشهد جابت العيد,ليست تهكم
16159,اي هو تمثيلها عادي جدا بس هنا جابت العيد للاسف,ليست تهكم
16160,من جد حظها ولا كانت جابت العيد :joy::joy:,ليست تهكم
16161,عبدالهادي و ناظم كانوا ماشين صح بس الثقه الزايده جابت فيهم العيد :smiling_face_with_tear: olling in it بالعربي قناه السعوديه,ليست تهكم
16162,اسرار مسلي على مانو ودلع حمدالله جابت العيد يانصر والله هذا قهر,تهكم
16163,الحارس اليوم ماهو ذنبه ان الكوري يشبكها بالباب المشكله بالتنظيم الدفاعي وتخبطات المدرب اخر المباراه بتغييراته اللي جابت العيد لكن ستر الله ما تعادل الاتفاق,تهكم
16164,يبدو وجدان جابت العيد هالمره …,تهكم
16165,اميي اذا م جابت العيد م ترتاح:sob::sob:,ليست تهكم
16166,لا والله مو قصدها انت هي الي جابت العيد ف شي ثاني :sob::sob:,تهكم
16167,حبك فرض نفسه على خافقي فرض صورتك عندي جابت العيد فيني لولا الحيا لا حطها صوره العرض واكتب على الحاله هذا نور عيني,تهكم
16168,يلا اطلع صرح علمنا ليش انهيتو عقده عنده ظروف يمديك تعطيه اجازه ينقلع ويرجع لنا لكن مانخسره ونكمل ب اجانب ومافي احد صاحي منهم ياخي ترا محبتك لموسى والله بتضيعك قناعته في هاسي جابت لنا نقاط وباقي يجيب العيد وذلحين باولي :disappointed:,تهكم
16169,النصر الاتحاد زين انتهت المباراه على كذا ولاكان الجماهيير جابت العيد في لاعبينهم :rofl::pinched_fingers:🏻,ليست تهكم
16170,النصر الاتحاد القوه الصفراء جابت العيد,تهكم
16171,والله تبديلاتك جابت العيد,ليست تهكم
16172,الهلال الاتفاق في شي غلط بالموضوع تترك المباراه والهلال متقدم ومسيطر ويلعب باريحيه ترجع تلقاها والفريق مضغوط تبديلات المدرب شكلها جابت العيد الحمدلله عالفوز بس,ليست تهكم
16173,وحده من البنات جابت العيد وقالت لي سالفه يوم البف حقها فتح اىىتها وتذكرت انها ما تبغا تقولي قامت تصرف وتجيب سوالف من خيالها عشان اندمج وانسى العيد اللي جابته هه,تهكم
16174,الحمدلله وتبديلات المدرب العله ذا هي الي جابت العيد فينا الهلال الاتفاق,ليست تهكم
16175,جارديم تغيراته جابت العيد فينا وحاسه الفريق,تهكم
16176,نديور على المدرب :joy: جد جد تبديلاته جابت العيد,ليست تهكم
16177,تبديلات جارديم جابت العيد الهلال الاتفاق,ليست تهكم
16178,تغييرات جابت فينا العيد,تهكم
16179,السالفه ما يحتاج لها صحوه ولا سماح بالقياده الموضوع ببساطه انها الحرمه ذي غشيمه وبس :joy: لو هي موب غشيمه ودايخه ما جابت العيد سواء كانت القياده مسموح فيها ولا غير مسموح فيه صحوه او ما فيه النتيجه وحده,ليست تهكم
16180,ياربي اضحك على امي ياكثر ما جابت العيد في راعي المفاجاه وتقول لي مثلا ترا كذا وكذا وبيصير كذا وانا عاد لازم ابدا التمثيل اني متفاجئه :sob:,ليست تهكم
16181,طيب يقول جابت العيد هه,تهكم
16182,زبده الحكي هي لعبت مع رجال هواه يعني يا دوبهم في العبه كا لعب وتنافس ترفيهي اما ما يخص البطولات لم تنافس الرجال في بطولات الشطرنج يعني ما لعبت ضد اي رجل ببطوله رسميه كانت كل بطولاتها على ابطال الشطرنج من فئه النساء فقط ونتفلكس طبعا حبت تضيف بهاراتها فا جابت العيد,تهكم
16183,صفقات ارسنال الجديده جابت العيد,ليست تهكم
16184,مره جابت العيد,ليست تهكم
16185,lm مثلك جابت فيني العيد,ليست تهكم
16186,يحمد ربه انهم خلوه يسجل الهلال لا ديون ولا شي عنده فائض مليون وما خلوه يسجل بيريرا لين يعمل مخالصه مع جوفينكو وقسم بالله لو الهلال عليه مطالبات انه ما يسجل ولا لاعب لكن تغريده النفيعي جابت العيد في اتحاد المسحل ووزاره الرياضه وكشفت المستور للجمهور والحين جاي يصايح,تهكم
16187,والله جابت العيد منها لله سدت نفسه,ليست تهكم
16188,الوضع بيهدى بس لابد من الصياح والتهديد بس هي اهم شيء ما تكون جابت العيد في طريقه القص,تهكم
16189,بصييح توي استوعب يوم الخميس صاحبتي دخلت الفصل وانا كنت اسولف مع وحده جات قالت ذي اللي ماتطيقونها والبنت قالت انا وش سويت وانا اقعد ابرر للي قالته البقره ذي احسها الحين تحسبني منافقه لان اسلوبي معها حلو واسولف معها وجات ذي جابت العيد,تهكم
16190,ايه جابت ام العيد في نفسها هه,ليست تهكم
16191,"صحيح كلامك لذلك التشتيت متعب جدا بس شوف حركات كاثي الشرائيه اخر الشهور و بتعرف انها جابت العيد لابعد درجه مو السبب التشتيت و كثره الاصول تخيل انها تشتري مثلا سهم ب اليوم الثاني تبيعه ب , و بعدها تشتريه ب و تبيعه ب ونص و ترجع تشتريه وهو طالع و تبيع وهي خسرانه",ليست تهكم
16192,الغلطه اللي جابت العيد فيني ل الحين وانا باقي ادفع ثمنها امشي على تجارب الاوليني واثر ماهي ب تناسب الا زمنها وقعدت افكر بين نفسي وبيني واكتب قناعاتي واغني لحنها وقررت ما احط اي غالي ب عيني كم غالي حطيته وطاح منها,ليست تهكم
16193,والله جابت العيد بالطاقات اتمنى يعدلوها,تهكم
16194,هه :joy::joy:جابت على نفسها العيد فعلا البومه والخفاش يطهرون في الليل,تهكم
16195,جابت العيد بكلمه,ليست تهكم
16196,طريقه كتابه الهدف بتاريخ معين جابت فيني العيد جذبت نفس الشيء بس نسيت اذكر شيء ثاني كل شي يجي بسهوله وبدون تخطيط واي مجهود مرحب به :sparkles:,تهكم
16197,جابت العيد هناء :joy::joy::speak_no_evil: طوط طوط قمر قمر :joy::joy:,ليست تهكم
16198,اغلب الناس اللي تبي تفيد جابت العيد بالجواب على سؤالكتطوير مهاره المحادثه مايتم الا بالتحدث الانجلنزيه والممارسه وطبعا برنامج ديولينجو خير مثال من خلال البرنامج يمديك تمارس اي لغه سواء انجلنزي او فرنسي الى اخره هذا افضل حل للشخص اللي ناوي يحسن مهاره المحادثه,ليست تهكم
16199,اخطاء متراكمه من سنتين وقناعات جابت بنا العيد لكن اتمنى يتحسن وضعنا مع قوميز اللي العتب عليه كبير بالمباراه ومايحتاج نتكلم بسوء الدفاع اللي صاير والتشكيل ووجود كاكو دكه لكن نقول انه بدايه التصحيح باذن الله عموما مباراه الاتحاد ماطلب منه شي ابد مع هالفريق الهدف عدم الهبوط هالموسم,ليست تهكم
16200,:joy::joy: جابت بوه العيد,تهكم
16201,انشهد ام كشه مافي مثلها بس اذا ازعلت جابت العيد :zany_face::zany_face::running:🏻‍:female_sign::running:🏽‍:male_sign:,تهكم
16202,والذكيه تبي ترقعها وتسوي نفسها ماتحش جابت العيد فينا زياده,ليست تهكم
16203,وربي ماعاد عرفت لذا الفريق مدري هو مدرب ولا الفريق مايبي يفوز مدري ولا الاداره جابت العيد الاهلي الفتح,تهكم
16204,هه جابت ام ام العيد:sob:,تهكم
16205,ذي مو بس جابت العيد,ليست تهكم
16206,:joy::broken_heart: اه بسس عفويتي دي جابت فيا العيد وربي,تهكم
16207,هه هه هه جابت العيد,تهكم
16208,الاداره جابت فينا العيد تعشمنا فيها كثير لكن للاسف,ليست تهكم
16209,بس هنا جابت العيد اقسم بالله,تهكم
16210,اوفر بكل جابت العيد :sob::sob:,تهكم
16211,جنى ما تكون جنى اذا ما جابت العيد :sob::sob:,تهكم
16212,جابت العيد بنفسها من الهىوس الزايد :sob::sob:,ليست تهكم
16213,معناها خليها تغير طريقه دراستها اذا جابت العيد صح,ليست تهكم
16214,الاداره سابقه ي بدر جابت فينا العيد لو الله ثم بغلف لي قفل القضياء على النصر الي كانت راح تحركه من اسياء الموسم هذا مكان شفنا النصر يلعب بسياء لكن شخص وقف وقفه ماحد وقفها ودفع قريب المليون ريال عشان يقفلها فقط هذا جزو من لي ضهر مابالك لي قفلها قبل تطلع وتداول بين الاعلام,ليست تهكم
16215,جابت العيد هنا وهو يتكلم على اخت ايك جون :sob::sob: ospitallaylist,تهكم
16216,انا عارف انها ماراح تسكت بس احد يتبرع ويسكتها جابت العيد مرتين,تهكم
16217,جابت العيد في طاقات لاعبين:flushed::flushed:,ليست تهكم
16218,اتوقع قصدها الهرمونات بس هم جابت العيد :joy::joy:,ليست تهكم
16219,سايبينق جابت العيد لنفسها,ليست تهكم
16220,اغلب نقاطها صح لكن النقطه الثالثه والخامسه جابت العيد فيهم,تهكم
16221,وهنا ادركت مسك انها جابت العيد امس كلمت ناس كثير وانا نايمه ولا ادري وش قلت:weary:,ليست تهكم
16222,صح تراها جابت ام العيد ف ذي بس في اشياء قالتها صح,ليست تهكم
16223,جابت العيد بذي النقطه,تهكم
16224,من جابت العيد وحذفوها,ليست تهكم
16225,اختي جابت العيد في قروب العايله ونايمه وانا متووتره وادعي محد ينتبه ليتني معها بنفس المكان اصحيها تشوف حل مدري كيف جاها النوم الفاهيه,ليست تهكم
16226,جابت العيد فيه ام جوري :rofl:,تهكم
16227,تبي تسوين زي مثل من حبك دبك بس جابت العيد :sob:,ليست تهكم
16228,كنت ماخذه عهد الصباح مايوديهم من الباص ل الصاله الا انا والخروج من الصاله ل الباص لان تكون زحمه وكنت خايفه عليهم جاء مره واضطريت ماداوم والله قلققت عليهم كانهم اطفالي :joy::sob:ووصيت اختي وحرصت عليها واختي طبعا جابت العيد بس فعلا كان عهد ووعد على نفسي جميل كنت احس بلذه الشيء,ليست تهكم
16229,الاخيره والثالثه والخامسه جابت العيد,ليست تهكم
16230,جابت العيد ابو احمد,تهكم
16231,ثروباك لما هديه جابت العيد,تهكم
16232,وهاي بعض اراء غالبيه الشعب الي ارتضوا ان يكونوا مطيه ابو مؤمل كان صريح جدا وام مؤمل جابت العيد:confounded::mask: ومن هذا قيس كميه الوعي لدرجه الحضيض ابو مؤمل:point_down:,تهكم
16233,اجل ياعزتي له جابت العيد فيه اللي صورت بجيحه,تهكم
16234,جابت فيني العيد وتقولي انا جايه افزع لك:sob: اوفرواتش,ليست تهكم
16235,مسكينه واضح جابت العيد,تهكم
16236,تصدقي فكرته حكى انا مو مزاول المحاماه :joy::sob::sob: هاي ام منتصر خالتو فايروز:joy::sob::sob: جابت العيد,تهكم
16237,حور جابت العيد و م خلت دعاء م دعته علي,تهكم
16238,حتى هي صارت ماتطلع كثير بسوشل ميديا شكلها حاسه انها جابت العيد بشكلها,تهكم
16239,ام سعيدان جابت العيد اووب,تهكم
16240,يب والله اغرب شي صار لي في حياتي مع اني ماضيف احد سوا سناب او انستا او اي شي وهذي مدري شلون ضفتها يمكن قلت من حسابها انها متدينه ومحترمه خلني اضيفها و جابت العيد في نفسي طلعت اىجس من بليس,ليست تهكم
16241,قبل شوي اقول الحمدلله طلع فيه صاحي بس جابت العيد سؤالي اقول اسلم وشاف الرسول :joy: وهي تقول اسلم بعد موت الرسول علما ان شي طبيعي يكون ماهو صحابي اذا ما شاف الرسول,ليست تهكم
16242,هند القحطاني جابت العيد نوره الغبيوي في ذمه الله خالتي توفت اليوم شاركو بهشتاق تويتر نكسب اجر ولفقيده قلبي تكفون اجبرو خاطري وراح يجي شخص يذكرك بعد وفاتك:broken_heart: اعاده تغريده للاجر,ليست تهكم
16243,جابت العيد فيها هه:rofl:,ليست تهكم
16244,حدث غرد باكثر من الف تغريده من حسابه الشخصي ثم ذهب ليغرد من حساب وهمي تغريده واحده جابت العيد فيه :hourglass_flowing_sand:,تهكم
16245,صديقتي راحت تسوي كوكيز وصار لها نص ساعه مختفيه شكلها جابت العيد,تهكم
16246,اخخ لعبت وبس جابت فيني العيد,ليست تهكم
16247,القروض :joy::joy: هذي الي جابت العيد بالشعب ومن نص الشهر يدور سلف :running:🏻‍:male_sign::running:🏻‍:male_sign:,تهكم
16248,حبك فرض نفسه على خافقي فرض صورتك عندي جابت العيد فيني لولا الحيا لحطها صوره العرض واحط في الحاله هذا نور عيني,ليست تهكم
16249,ها هل اكول ما معقوله جابت العيد :joy: تسلم والله من اشوف اخبارهم تسد نفسي عن المواقع والحياه والكوكب بكبره :joy::broken_heart:,تهكم
16250,ابشركم تراها جابت العيد :sob::sob:,ليست تهكم
16251,صدق جيما اخت هاري ضد الاسلام — ايوا و لمن جابت العيد و جت مسويه يعنني تعتذر جابت العيد زياده بكلامها,ليست تهكم
16252,جابت العيد الجده :scream_cat::scream_cat:,ليست تهكم
16253,الانسان ما يختار عائلته جمله جابت العيد في الناس وخربت بيوت,تهكم
16254,هاي الى حطتنا بحوض النعنع شد حالك ضايل الي جابت العيد :satisfied::sweat_smile::grinning::grinning::grin::grin::smiley::grin::grinning::grinning::sweat_smile::satisfied::rofl::smile:,ليست تهكم
16255,زوجوه يعقل اكثر مقوله جابت في بنات الناس العيد,ليست تهكم
16256,يحسبون حل كل المشاكل بالدعم والتحفيز ووضع الاعذار للاداره حتى لو جابت ام العيد,تهكم
16257,الخرفنه جابت فيه العيد,ليست تهكم
16258,اختي جابت العيد و سالت الاستاذه من اخترع الاسلام و الحمدلله ما سمعت و رقعناها و قلنا من وين بدا الاسلام,ليست تهكم
16259,جابت العيد ف المسكين من شفتها وهي بتوقف دريت,ليست تهكم
16260,هي جابت العيد وخلاص,ليست تهكم
16261,فيه نقطه برد عليك فيها الا الذكر يعيبه دينه ويعيبه اخلاقه ويعيبه عقله ويعيبه شهامته ويعيبه وجهه كلام الرجل مايعيبه شيء مدري من وين جبتوها هالجمله اللي جابت العيد في بنات الناس,تهكم
16262,مساء الي انجلدت و جابت العيد:raising_hand:🏻‍:female_sign:,ليست تهكم
16263,الرقصه الي جابت العيد بالطلاب,ليست تهكم
16264,ماجاب العيد كان مكتسح والله لكن استهتار ارلوند و غفوات غوميز جابت لهم هدفين مدري كيف,تهكم
16265,النوع الخامس هذا النوع اقل سوئا من غيرو بس يزال نوع غريب الي هو اذا الشركه جابت العيد يجيب تصريفات من سوق السمك هذا النوع منتشر في فانز سوني كثيير و بعض فانز اكس بوكس لكن عددهم قليل,ليست تهكم
16266,الخميس الونيس طلعتها سهله لكن طبختها جابت العيد :face_with_head_bandage: ikok,ليست تهكم
16267,مدري ليش استثناء البعض للفتيات هذي بالنهايه جابت العيد فيه صورته ونشرته عاملوهم بالنظام,ليست تهكم
16268,جابوه الاشناب ارسلو له وحده جابت العيد فيه,ليست تهكم
16269,جابت العيد قدام زوجته:rofl:,ليست تهكم
16270,اله تحشين عليها امس جابت العيد ف الحصه:rofl::rofl:,ليست تهكم
16271,مزحت من باب الميانه على زيد لانه رفيق وكفو واعرف نظامه واليوم احس ان الثقه جابت العيد وتغيرت ملامح الابتسامه يازيد خلك معي في سجه البيد ولاتوقفها بريع الندامه حمدان المقاطي,ليست تهكم
16272,جايبين وحده خبره سنين ومن اول يوم عروض جابت العيد وانهارت من التعب من هنا نستنتج ان مو كل واحد عنده خبره يكون خبره:blush:,تهكم
16273,استاذه جابت العيد بكلامها اسكتي افضل,تهكم
16274,يعنني سر وهي جابت العيد فيه,ليست تهكم
16275,بو مشاري هديها يا حبيبي لو في شي خطير على قولتك تتصل على شرطه تتصل على العمليات تكلم ناس اهل اختصاص بعد ما جابت العيد لها كم سنه فجاه سبحان الله بقدره قادر هي استوعبت انها في خطر لو في شي خطير صج تواصلت مع الداخليه او كتبت بسناب حالتها عشان الناس يلحقون عليها هدي السيمب اللي فيك,ليست تهكم
16276,مزحت من باب الميانه على زيد لانه رفيق وكفوو واعرف نضامه واليوم احس ان الثقه جابت العيد وتغيرت ملامح الابتسامه يازيد خلك معي في سجت البيد ولاتوقفها بريع النداامه للمعلوميهزيد تركيبه وليس الاسم الحقيقي حمدان:rose::rose:,ليست تهكم
16277,جابت العيد :sob::sob: مساحه نورا,تهكم
16278,استغرب لو مر يوم وما جابت العيد :sob::sob:,ليست تهكم
16279,يمه جابت العيد,تهكم
16280,والله قهوه العميد جابت فيني العيد :frowning_face:,تهكم
16281,ليتها ما راحت تغير زيت جابت العيد في الرجال,ليست تهكم
16282,اداره مدري كانت الاقوى في اوربا بس الموسم ذا جابت العيد ياصاحبي,ليست تهكم
